dataset,record_id,subject_id,segment_id,candidate_id,start_timestamp,end_timestamp,duration_seconds,peak_activity_score,sensor_id,manual_label,confidence,reviewer_notes,allowed_label_values
COUGH,Trial_2_Talking,7,COUGH_Trial_2_Talking_IMU_seg0003,COUGH_Trial_2_Talking_IMU_seg0003_c0003,325.727,326.193,0.4660000000000082,0.4757096446239525,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,9,COUGH_Trial_3_Nonverbal_IMU_seg0005,COUGH_Trial_3_Nonverbal_IMU_seg0005_c0009,543.11,544.023,0.9130000000000108,0.6058640084916406,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,10,COUGH_Trial_2_Talking_IMU_seg0007,COUGH_Trial_2_Talking_IMU_seg0007_c0002,326.663,327.221,0.5579999999999927,0.4949411909084609,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,5,COUGH_Trial_3_Nonverbal_IMU_seg0001,COUGH_Trial_3_Nonverbal_IMU_seg0001_c0006,273.86,274.297,0.4370000000000118,0.5881475508520195,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,11,COUGH_Trial_3_Nonverbal_IMU_seg0008,COUGH_Trial_3_Nonverbal_IMU_seg0008_c0004,896.573,897.121,0.5480000000000018,0.5388160931249089,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,9,COUGH_Trial_3_Nonverbal_IMU_seg0005,COUGH_Trial_3_Nonverbal_IMU_seg0005_c0006,482.559,483.32,0.7609999999999673,0.5712224638043254,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,14,COUGH_Trial_3_Nonverbal_IMU_seg0012,COUGH_Trial_3_Nonverbal_IMU_seg0012_c0002,319.675,320.234,0.5589999999999691,0.4554749191901859,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,11,COUGH_Trial_2_Talking_IMU_seg0008,COUGH_Trial_2_Talking_IMU_seg0008_c0005,312.057,313.365,1.3079999999999927,0.5455830830047184,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,9,COUGH_Trial_3_Nonverbal_IMU_seg0005,COUGH_Trial_3_Nonverbal_IMU_seg0005_c0003,297.507,297.993,0.48599999999999,0.5652672504595728,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,16,COUGH_Trial_2_Talking_IMU_seg0013,COUGH_Trial_2_Talking_IMU_seg0013_c0003,224.817,225.305,0.4879999999999995,0.5998526689804201,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,17,COUGH_Trial_2_Talking_IMU_seg0018,COUGH_Trial_2_Talking_IMU_seg0018_c0012,661.16,664.58,3.4200000000000728,0.4213877008892178,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,11,COUGH_Trial_3_Nonverbal_IMU_seg0008,COUGH_Trial_3_Nonverbal_IMU_seg0008_c0003,895.498,896.035,0.5369999999999209,0.5053920794759255,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0001,259.529,260.736,1.2069999999999936,0.627280315703024,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,14,COUGH_Trial_1_No_Talking_IMU_seg0014,COUGH_Trial_1_No_Talking_IMU_seg0014_c0012,411.242,412.235,0.992999999999995,0.6153493202069217,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,17,COUGH_Trial_2_Talking_IMU_seg0018,COUGH_Trial_2_Talking_IMU_seg0018_c0001,552.43,558.41,5.980000000000018,0.4198843300315665,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,7,COUGH_Trial_2_Talking_IMU_seg0003,COUGH_Trial_2_Talking_IMU_seg0003_c0010,617.191,617.729,0.5380000000000109,1.1849239061990038,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,9,COUGH_Trial_1_No_Talking_IMU_seg0007,COUGH_Trial_1_No_Talking_IMU_seg0007_c0009,489.58,490.27,0.6899999999999977,0.6731444083631933,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,10,COUGH_Trial_3_Nonverbal_IMU_seg0006,COUGH_Trial_3_Nonverbal_IMU_seg0006_c0004,534.473,535.336,0.8630000000000564,0.6539134486290025,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,5,COUGH_Trial_1_No_Talking_IMU_seg0002,COUGH_Trial_1_No_Talking_IMU_seg0002_c0007,285.707,287.116,1.4089999999999918,1.3758686284486266,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,12,COUGH_Trial_3_Nonverbal_IMU_seg0009,COUGH_Trial_3_Nonverbal_IMU_seg0009_c0008,461.022,461.316,0.2939999999999827,1.00917423720405,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,9,COUGH_Trial_3_Nonverbal_IMU_seg0005,COUGH_Trial_3_Nonverbal_IMU_seg0005_c0011,607.678,608.174,0.4959999999999809,1.1896474605577128,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,14,COUGH_Trial_3_Nonverbal_IMU_seg0012,COUGH_Trial_3_Nonverbal_IMU_seg0012_c0003,320.781,387.104,66.32299999999998,0.6879276411284622,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,12,COUGH_Trial_3_Nonverbal_IMU_seg0009,COUGH_Trial_3_Nonverbal_IMU_seg0009_c0009,462.37,463.029,0.6589999999999918,0.8009338068118765,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,9,COUGH_Trial_2_Talking_IMU_seg0006,COUGH_Trial_2_Talking_IMU_seg0006_c0002,698.221,700.106,1.884999999999991,0.7133818275235612,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,16,COUGH_Trial_1_No_Talking_IMU_seg0049,COUGH_Trial_1_No_Talking_IMU_seg0049_c0002,1032.212,1032.83,0.6179999999999382,0.7092858089561846,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,16,COUGH_Trial_1_No_Talking_IMU_seg0049,COUGH_Trial_1_No_Talking_IMU_seg0049_c0006,1175.317,1176.229,0.9120000000000346,0.6861007415248639,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,12,COUGH_Trial_3_Nonverbal_IMU_seg0009,COUGH_Trial_3_Nonverbal_IMU_seg0009_c0002,182.751,183.633,0.882000000000005,0.8585754070012054,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,17,COUGH_Trial_3_Nonverbal_IMU_seg0054,COUGH_Trial_3_Nonverbal_IMU_seg0054_c0002,453.9,454.43,0.5300000000000296,0.7958252093476816,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,14,COUGH_Trial_1_No_Talking_IMU_seg0014,COUGH_Trial_1_No_Talking_IMU_seg0014_c0003,337.096,339.974,2.877999999999986,1.2439162900264544,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,16,COUGH_Trial_1_No_Talking_IMU_seg0049,COUGH_Trial_1_No_Talking_IMU_seg0049_c0003,1034.717,1035.699,0.9819999999999708,0.7936487657803122,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,16,COUGH_Trial_1_No_Talking_IMU_seg0049,COUGH_Trial_1_No_Talking_IMU_seg0049_c0004,1036.602,1152.19,115.58799999999997,2.134163967753174,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,13,COUGH_Trial_1_No_Talking_IMU_seg0012,COUGH_Trial_1_No_Talking_IMU_seg0012_c0002,315.64,460.387,144.747,3.049402351681328,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,17,COUGH_Trial_3_Nonverbal_IMU_seg0054,COUGH_Trial_3_Nonverbal_IMU_seg0054_c0001,312.01,453.38,141.37,2.823228369397844,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,9,COUGH_Trial_2_Talking_IMU_seg0006,COUGH_Trial_2_Talking_IMU_seg0006_c0003,861.04,1001.835,140.79500000000007,2.30585275582277,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,10,COUGH_Trial_1_No_Talking_IMU_seg0008,COUGH_Trial_1_No_Talking_IMU_seg0008_c0001,13.434,17.418,3.984,2.269848489837752,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_2_Talking,13,COUGH_Trial_2_Talking_IMU_seg0010,COUGH_Trial_2_Talking_IMU_seg0010_c0002,308.327,448.504,140.17700000000002,3.053886788440604,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,15,COUGH_Trial_3_Nonverbal_IMU_seg0013,COUGH_Trial_3_Nonverbal_IMU_seg0013_c0005,321.349,459.976,138.627,4.461986936860552,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,6,COUGH_Trial_3_Nonverbal_IMU_seg0002,COUGH_Trial_3_Nonverbal_IMU_seg0002_c0001,12.319,13.141,0.8219999999999992,2.460219796725144,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,11,COUGH_Trial_3_Nonverbal_IMU_seg0007,COUGH_Trial_3_Nonverbal_IMU_seg0007_c0004,24.082,31.473,7.390999999999998,4.451497276368947,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,16,COUGH_Trial_1_No_Talking_IMU_seg0049,COUGH_Trial_1_No_Talking_IMU_seg0049_c0005,1152.727,1174.515,21.78800000000001,2.0623912174316343,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,9,COUGH_Trial_1_No_Talking_IMU_seg0007,COUGH_Trial_1_No_Talking_IMU_seg0007_c0001,8.901,12.307,3.4060000000000006,4.353889386314342,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_3_Nonverbal,15,COUGH_Trial_3_Nonverbal_IMU_seg0013,COUGH_Trial_3_Nonverbal_IMU_seg0013_c0017,593.249,593.908,0.6589999999999918,2.486477024216264,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,7,COUGH_Trial_1_No_Talking_IMU_seg0005,COUGH_Trial_1_No_Talking_IMU_seg0005_c0010,356.498,499.099,142.601,2.684379406698273,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,6,COUGH_Trial_1_No_Talking_IMU_seg0004,COUGH_Trial_1_No_Talking_IMU_seg0004_c0001,10.686,13.85,3.164,2.3629801221332065,IMU,,,,artifact / likely_fetal / uncertain
COUGH,Trial_1_No_Talking,11,COUGH_Trial_1_No_Talking_IMU_seg0009,COUGH_Trial_1_No_Talking_IMU_seg0009_c0003,15.158,16.345,1.1869999999999994,4.490726806389476,IMU,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_35,record_35,FOUR_IMU_record_35_IMU1_seg0045,FOUR_IMU_record_35_IMU1_seg0045_c0004,369.9863049983978,370.2554631233216,0.2691581249237629,303.14811908022943,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_14,record_14,FOUR_IMU_record_14_IMU2_seg0124,FOUR_IMU_record_14_IMU2_seg0124_c0003,3011.424797058105,3011.825339078903,0.4005420207981842,296.5112839177103,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_41,record_41,FOUR_IMU_record_41_IMU4_seg0006,FOUR_IMU_record_41_IMU4_seg0006_c0002,342.7370090484619,343.13848400115967,0.4014749526977539,299.0507338447059,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_43,record_43,FOUR_IMU_record_43_IMU3_seg0006,FOUR_IMU_record_43_IMU3_seg0006_c0005,434.73087787628174,435.0156619548798,0.2847840785980793,260.29759331441045,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_16,record_16,FOUR_IMU_record_16_IMU3_seg0072,FOUR_IMU_record_16_IMU3_seg0072_c0005,331.8768680095673,332.5511519908905,0.6742839813231853,327.7166224918011,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_40,record_40,FOUR_IMU_record_40_IMU2_seg0047,FOUR_IMU_record_40_IMU2_seg0047_c0001,2751.6852989196777,2752.179645061493,0.4943461418151855,296.3430188681533,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_10,record_10,FOUR_IMU_record_10_IMU3_seg0010,FOUR_IMU_record_10_IMU3_seg0010_c0001,358.8041479587555,359.6189200878144,0.8147721290588947,298.8567001588235,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_16,record_16,FOUR_IMU_record_16_IMU2_seg0003,FOUR_IMU_record_16_IMU2_seg0003_c0003,175.39225387573242,175.69428181648254,0.302027940750122,274.42081394933405,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_38,record_38,FOUR_IMU_record_38_IMU2_seg0041,FOUR_IMU_record_38_IMU2_seg0041_c0003,126.7881350517273,127.07494497299191,0.28680992126462,308.56989520499326,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_23,record_23,FOUR_IMU_record_23_IMU1_seg0113,FOUR_IMU_record_23_IMU1_seg0113_c0003,434.1859209537506,434.4548020362855,0.2688810825349037,323.6570661210028,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_19,record_19,FOUR_IMU_record_19_IMU2_seg0116,FOUR_IMU_record_19_IMU2_seg0116_c0014,231.74346494674683,232.0127789974213,0.2693140506744669,271.56262236780464,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_9,record_9,FOUR_IMU_record_9_IMU1_seg0004,FOUR_IMU_record_9_IMU1_seg0004_c0010,344.42500710487366,344.6942231655121,0.2692160606384277,313.38834742606633,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_33,record_33,FOUR_IMU_record_33_IMU3_seg0031,FOUR_IMU_record_33_IMU3_seg0031_c0003,1908.3138301372528,1908.6194441318512,0.3056139945983886,299.82580959819114,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_7,record_7,FOUR_IMU_record_7_IMU4_seg0038,FOUR_IMU_record_7_IMU4_seg0038_c0002,1508.0781841278076,1508.347041130066,0.2688570022583008,281.36968247569223,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_22,record_22,FOUR_IMU_record_22_IMU4_seg0038,FOUR_IMU_record_22_IMU4_seg0038_c0003,395.0883631706238,395.3563590049744,0.2679958343506428,262.1134949214749,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_23,record_23,FOUR_IMU_record_23_IMU1_seg0013,FOUR_IMU_record_23_IMU1_seg0013_c0007,1148.296126127243,1148.6650221347809,0.3688960075378418,303.17215242037696,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_32,record_32,FOUR_IMU_record_32_IMU2_seg0045,FOUR_IMU_record_32_IMU2_seg0045_c0001,1016.1978490352632,1016.5673549175262,0.3695058822630699,328.7210065440196,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_43,record_43,FOUR_IMU_record_43_IMU4_seg0025,FOUR_IMU_record_43_IMU4_seg0025_c0001,2072.2287938594823,2072.6404469013214,0.4116530418391448,322.92819994443425,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_25,record_25,FOUR_IMU_record_25_IMU4_seg0062,FOUR_IMU_record_25_IMU4_seg0062_c0006,1409.43874502182,1409.8072590827942,0.3685140609741211,331.9534099929336,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_9,record_9,FOUR_IMU_record_9_IMU1_seg0076,FOUR_IMU_record_9_IMU1_seg0076_c0003,300.5481789112091,301.4970009326935,0.948822021484375,301.5577958216655,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_25,record_25,FOUR_IMU_record_25_IMU3_seg0057,FOUR_IMU_record_25_IMU3_seg0057_c0019,724.5807120800018,725.1192610263824,0.5385489463806152,307.00695866572363,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_34,record_34,FOUR_IMU_record_34_IMU2_seg0087,FOUR_IMU_record_34_IMU2_seg0087_c0001,1969.8903989791868,1970.3053288459776,0.4149298667907715,271.4111661085664,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_5,record_5,FOUR_IMU_record_5_IMU2_seg0108,FOUR_IMU_record_5_IMU2_seg0108_c0004,2353.3825540542603,2353.6537630558014,0.2712090015411377,280.7127282691962,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_13,record_13,FOUR_IMU_record_13_IMU2_seg0001,FOUR_IMU_record_13_IMU2_seg0001_c0002,104.033704996109,104.56803512573242,0.5343301296234273,280.28108576033225,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_43,record_43,FOUR_IMU_record_43_IMU2_seg0018,FOUR_IMU_record_43_IMU2_seg0018_c0002,1805.254667043686,1805.928583860397,0.6739168167111984,296.3339314981908,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_34,record_34,FOUR_IMU_record_34_IMU3_seg0038,FOUR_IMU_record_34_IMU3_seg0038_c0001,2449.818073987961,2450.7040100097656,0.8859360218048096,307.00022342797666,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_26,record_26,FOUR_IMU_record_26_IMU3_seg0024,FOUR_IMU_record_26_IMU3_seg0024_c0002,1201.9084448814392,1202.4101538658142,0.501708984375,320.43073801926,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_5,record_5,FOUR_IMU_record_5_IMU2_seg0043,FOUR_IMU_record_5_IMU2_seg0043_c0013,844.3135290145874,844.7959959506989,0.4824669361114502,311.9210392787731,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_12,record_12,FOUR_IMU_record_12_IMU2_seg0060,FOUR_IMU_record_12_IMU2_seg0060_c0001,394.9589369297028,395.4664969444275,0.5075600147246746,288.68837170740625,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_18,record_18,FOUR_IMU_record_18_IMU2_seg0046,FOUR_IMU_record_18_IMU2_seg0046_c0001,1399.7316009998322,1400.084528923035,0.352927923202742,328.98291784542334,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_4,record_4,FOUR_IMU_record_4_IMU1_seg0064,FOUR_IMU_record_4_IMU1_seg0064_c0002,2183.985980119,2184.456933119,0.4709530000000086,313.3711009982952,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_10,record_10,FOUR_IMU_record_10_IMU1_seg0138,FOUR_IMU_record_10_IMU1_seg0138_c0004,903.2016439437866,903.5378499031068,0.336205959320182,306.56529142395976,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_8,record_8,FOUR_IMU_record_8_IMU1_seg0024,FOUR_IMU_record_8_IMU1_seg0024_c0005,397.75597786903376,398.4289798736573,0.6730020046235268,302.86186853371527,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_26,record_26,FOUR_IMU_record_26_IMU4_seg0037,FOUR_IMU_record_26_IMU4_seg0037_c0001,2240.753254890442,2241.250123023987,0.4968681335449219,316.20555634101964,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_22,record_22,FOUR_IMU_record_22_IMU4_seg0050,FOUR_IMU_record_22_IMU4_seg0050_c0001,866.8392691612244,867.18408203125,0.3448128700256347,292.1716593456418,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_13,record_13,FOUR_IMU_record_13_IMU1_seg0037,FOUR_IMU_record_13_IMU1_seg0037_c0005,714.5587351322174,714.9612390995026,0.4025039672851562,304.5635845026783,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_11,record_11,FOUR_IMU_record_11_IMU1_seg0079,FOUR_IMU_record_11_IMU1_seg0079_c0003,599.69615483284,600.0982429981232,0.4020881652832031,286.5988292545244,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_8,record_8,FOUR_IMU_record_8_IMU4_seg0041,FOUR_IMU_record_8_IMU4_seg0041_c0005,1582.94339299202,1583.9200060367584,0.9766130447383148,289.27793261980287,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_2,record_2,FOUR_IMU_record_2_IMU2_seg0092,FOUR_IMU_record_2_IMU2_seg0092_c0005,1459.408378013,1459.982190013,0.573812000000089,296.79132171695625,IMU2,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_2,record_2,FOUR_IMU_record_2_IMU3_seg0006,FOUR_IMU_record_2_IMU3_seg0006_c0004,328.0629749298096,328.3987820148468,0.3358070850371746,279.40384222741505,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_3,record_3,FOUR_IMU_record_3_IMU3_seg0066,FOUR_IMU_record_3_IMU3_seg0066_c0005,724.797878021,726.556797021,1.7589189999999917,321.19378016640064,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_12,record_12,FOUR_IMU_record_12_IMU4_seg0001,FOUR_IMU_record_12_IMU4_seg0001_c0003,13.784271001815794,14.17003893852234,0.3857679367065465,325.62608484902074,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_44,record_44,FOUR_IMU_record_44_IMU4_seg0024,FOUR_IMU_record_44_IMU4_seg0024_c0001,2460.1547639369965,2461.0431888103485,0.8884248733520508,296.177189642242,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_21,record_21,FOUR_IMU_record_21_IMU4_seg0073,FOUR_IMU_record_21_IMU4_seg0073_c0001,2370.469563961029,2371.3009450435643,0.8313810825352448,297.647193448655,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_27,record_27,FOUR_IMU_record_27_IMU4_seg0021,FOUR_IMU_record_27_IMU4_seg0021_c0007,1545.5591700077057,1545.9872019290924,0.4280319213867187,306.1597181403449,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_36,record_36,FOUR_IMU_record_36_IMU4_seg0010,FOUR_IMU_record_36_IMU4_seg0010_c0002,543.864709854126,544.145605802536,0.2808959484100342,312.4250433254432,IMU4,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_15,record_15,FOUR_IMU_record_15_IMU3_seg0084,FOUR_IMU_record_15_IMU3_seg0084_c0001,173.786936044693,174.1907479763031,0.4038119316101074,330.0014735834929,IMU3,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_1,record_1,FOUR_IMU_record_1_IMU1_seg0075,FOUR_IMU_record_1_IMU1_seg0075_c0001,1168.457594029,1168.7602620290002,0.302668000000267,302.7465873589561,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_14,record_14,FOUR_IMU_record_14_IMU1_seg0137,FOUR_IMU_record_14_IMU1_seg0137_c0001,3787.1765820980063,3787.57797408104,0.4013919830335908,293.7905941119744,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_7,record_7,FOUR_IMU_record_7_IMU1_seg0063,FOUR_IMU_record_7_IMU1_seg0063_c0006,2229.177768945693,2229.7900729179382,0.6123039722451722,321.463404978253,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_41,record_41,FOUR_IMU_record_41_IMU1_seg0039,FOUR_IMU_record_41_IMU1_seg0039_c0001,2743.2671170234685,2743.703032016754,0.435914993285678,313.21664440755217,IMU1,,,,artifact / likely_fetal / uncertain
FOUR_IMU,record_36,record_36,FOUR_IMU_record_36_IMU3_seg0070,FOUR_IMU_record_36_IMU3_seg0070_c0001,363.8529849052429,364.3911709785461,0.5381860733031658,298.7612151737532,IMU3,,,,artifact / likely_fetal / uncertain
